,type,text,likes,retweets,num_comments,url
nr,"#seattlecoronavirus Government, please get some tests here NOW, close schools and act before we are Wuhan. Cannot even buy toilet paper or hand sanitizer in the local stores. 9 dead over the weekend and employees from Amazon and USPS infected, wake up.. https://www.statnews.com/2020/03/03/washington-state-risks-seeing-explosion-in-coronavirus-without-dramatic-action-new-analysis-says/\xc2\xa0\xe2\x80\xa6",84 ,34 ,7,https://twitter.com/LizT24/status/1235051889651146753
nr,"BREAKING: Iran reports 586 new cases of coronavirus and 15 new deaths, raising total to 2,922 cases and 92 dead https://bnonews.com/index.php/2020/02/the-latest-coronavirus-cases/\xc2\xa0\xe2\x80\xa6",539 ,312 ,27,https://twitter.com/BNODesk/status/1235157055067082752
r,Urgent recall. Supermarkets have issued a recall on toilet paper as the cardboard inner rolls are manufactured in Wuhan Province and may be contaminated with Corona Virus,177 ,51 ,16,https://twitter.com/bill_dobell/status/1235148035325186048
r,It's a bioweapon. 200% Chinese covering their tracks now. #CoronaVirus #CoronaVirusTruth\n https://www.youtube.com/watch?v=MRagZsnEc2Q&feature=youtu.be\xc2\xa0\xe2\x80\xa6pic.twitter.com/GG0WUYMBeD,56 ,34 ,4,https://twitter.com/hopeseekr/status/1233995360609226753
r,New post CORONAVIRUS BIOWEAPON MYSTERY SOLVED: It\xe2\x80\x99s all in the name! has been published on SGT Report -  http://bit.ly/2PA0IEP\xc2\xa0pic.twitter.com/HRv0NJLjja,369 ,217 ,42,https://twitter.com/SGTreport/status/1233595551666581506
r,"Chinese politicians ordered the creation of this bioweapon. So far, around 90,000 people around the world have been infected with the coronavirus & more than 3,000 patients have died\n\nAre they going to be arrested & charged with crimes against humanity? https://www.dailymail.co.uk/health/article-8065483/How-does-coronavirus-attack-human-body.html\xc2\xa0\xe2\x80\xa6",2 ,4 ,2,https://twitter.com/NoDemocracyInUK/status/1234613482672336897
r,#Corona_virus(Bioweapon)\nNow ! Its confirmed that corona virus was Bio-Weapon .Which sample was stolen or someone badly exported to china. And they updating it time in time to make bioweapon.But at the first time they tried to hide but at the last moment they are asking for help.pic.twitter.com/oGL63uDs6L,4 ,0,,https://twitter.com/AbuBaka96184294/status/1232309410451447808
nr,South Korea is pioneering a coronavirus drive-through testing station that officials say is faster and safer than going to a hospital or clinic  http://cnn.it/3aiiiFh\xc2\xa0pic.twitter.com/s00jbad6tT,"4,537 ","4,148 ",,https://twitter.com/cnni/status/1234524871226482688
nr,"There is *no evidence* that garlic, water, vitamin C, essential oils, colloidal silver, or steroids will protect you from coronavirus, no matter what you read on the internet https://cnn.it/32NmQRz\xc2\xa0","1,223 ",669 ,,https://twitter.com/CNN/status/1235159879255552007
nr,"Italy to close all schools and universities across the country for two weeks to control coronavirus outbreak, Italian news agency reports\n https://bbc.in/32PxAyJ\xc2\xa0pic.twitter.com/SiLzvZfjt3","2,106 ","1,744 ",,https://twitter.com/BBCBreaking/status/1235192322910015489
r,Colloidal Silver Against Coronavirus !\n\xe2\x80\x9c\xe2\x80\xa6A study at the University of Arizona recently showed ionic silver to be effective against the coronavirus that researchers use as the surrogate for SARS.\xe2\x80\x9d\n https://thesilveredge.com/colloidal-silver-beats-coronavirus-the-clinical-documentation/\xc2\xa0\xe2\x80\xa6pic.twitter.com/esjNslOEs5,3 ,1,,https://twitter.com/Muunrain/status/1234618900375121921
r,"Wash Away #Coronavirus Using Extra Strength Colloidal Silver #Soap with Spring Fresh Organic Honeysuckle & lemon, Strawberry Leaf Exfoliation, Helps Wash Away Germs and Viruses, no Residue (1 Bar) 6 oz  https://amzn.to/2wnvOZI\xc2\xa0pic.twitter.com/RB8yJyHDwf",0,0,,https://twitter.com/AbundantGuide/status/1235021916982763521
r,Colloidal Silver kills 650 known Viruses. \n\nCould it kill the Corona Virus?\n\nHigh heat helps the Corona Virus. \n\nBuild up your immune system with Colostrum6.,0,0,,https://twitter.com/FL2bloom/status/1235006990608248832
r,DRINKING COLLOIDAL SILVER CURES CORONAVIRUS,0,0,,https://twitter.com/SSBMRug/status/1234937342005170176
r,Colloidal silver is the key to protecting yourself from the corona virus. It is recommended to take colloidal silver at least 3 times a day to keep your immune system functioning to its highest capacity. #Coronavirustruth https://lovehaswon.org/coronavirususing-colloidal-silver-to-increase-your-vibration-boost-your-immune-system/\xc2\xa0\xe2\x80\xa6,0,0,,https://twitter.com/LoveHasWon1/status/1233305894009491456
r,"SHOCK: Leaked documents reveal Wuhan coronavirus infections up to 52 times HIGHER than official Chinese figures: NaturalNews\n\nPREPARE, PREVENT, CURE NOW:\n   1. With Colloidal Silver!\n https://keto-longevity.com/colloidal-silver-for-longevity/\xc2\xa0\xe2\x80\xa6\n   2. 7,000 Vitamin D daily\n   3. Get Masks+Gogglespic.twitter.com/zCCDtHnkc3",1,1,,https://twitter.com/tamallen8/status/1233056865828982784
